record_id,date,hour,day_of_week,is_weekend,month,season,is_holiday,temperature_C,humidity_percent,wind_speed_kmph,precipitation_mm,building_type,square_footage,building_age_years,num_occupants,num_appliances,insulation_quality,energy_star_rating,solar_panel_installed,electricity_price_per_kWh,ac_usage_hours,heating_usage_hours,lighting_hours,previous_day_consumption_kWh,avg_weekly_consumption_kWh,energy_consumption_kWh
2724,2023-03-23,1,3,0,3,Spring,0,24.8,47.2,0.7,0.0,Residential,1901.0,17,1,13,3,4,0,8.1,2.3,0.0,8.1,50.28,48.9,47.39
2725,2023-03-23,2,3,0,3,Spring,0,17.6,39.5,4.3,4.7,Commercial,8806.0,36,33,57,1,4,0,9.31,0.7324438979934512,1.4,6.0,181.38,153.41,158.46
2726,2023-03-23,2,3,0,3,Spring,0,22.7,50.2,3.0,0.0,Commercial,8780.0,9,39,59,4,3,0,7.49,0.7402031810948325,0.257382591343481,5.2,168.25,153.46,156.59
2727,2023-03-23,2,3,0,3,Spring,0,15.5,59.5,13.3,0.0,Residential,597.0,9,6,2,5,2,0,7.93,0.0,2.0,5.6,16.02,18.35,18.39
2728,2023-03-23,4,3,0,3,Spring,0,21.1,60.9,2.8,0.0,Residential,1700.0,52,6,12,2,3,1,7.26,0.831241221813986,0.032401370444518796,5.6,39.81,40.28,40.09
2729,2023-03-23,4,3,0,3,Spring,0,18.3,40.4,9.7,1.7,Commercial,4905.0,49,36,33,5,1,0,7.56,1.1119851178562636,0.0,7.6,115.02,125.81,119.77
2730,2023-03-23,5,3,0,3,Spring,0,23.5,43.0,3.5,0.0,Commercial,4970.0,49,19,35,4,1,1,6.88,0.5079490808959825,0.0,4.2,100.93,111.75,107.57
2731,2023-03-23,5,3,0,3,Spring,0,19.2,50.9,7.4,1.7,Residential,1469.0,30,4,10,1,4,0,9.31,0.0,0.5093887180733114,8.4,31.03,38.22,36.82
2732,2023-03-23,6,3,0,3,Spring,0,19.6,51.6,15.5,0.0,Residential,2367.0,30,3,16,3,2,1,8.55,0.6860694038591961,0.8608328997249832,6.9,44.08,46.17,44.99
2733,2023-03-23,7,3,0,3,Spring,0,13.1,69.1,2.4,0.0,Commercial,9378.0,49,38,66,4,1,0,5.4,0.6928503529164973,3.6,5.9,179.87,180.91,179.65
2734,2023-03-23,9,3,0,3,Spring,0,18.3,55.0,17.1,0.0,Residential,828.0,56,4,2,4,2,0,7.88,0.0,0.18183677200196474,5.7,28.57,30.28,29.39
2735,2023-03-23,9,3,0,3,Spring,0,14.3,68.9,10.9,0.0,Residential,2672.0,20,2,19,4,3,0,8.7,0.8885268845111329,3.0,5.8,49.67,45.33,47.47
2736,2023-03-23,10,3,0,3,Spring,0,20.1,73.1,8.5,0.0,Commercial,5187.0,44,37,35,5,2,1,6.13,1.1999116340736802,0.8345509490968344,4.5,119.47,111.64,108.78
2737,2023-03-23,11,3,0,3,Spring,0,14.4,66.7,7.2,0.0,Industrial,34510.0,30,54,228,4,3,0,6.4,0.975503530495244,1.8,7.6,611.91,480.22,515.63
2738,2023-03-23,12,3,0,3,Spring,0,19.3,23.1,6.2,0.0,Residential,2242.0,50,5,15,2,4,1,8.07,0.0,0.5945258919306329,8.6,45.85,44.76,49.1
2739,2023-03-23,14,3,0,3,Spring,0,18.5,56.4,12.4,0.0,Residential,1594.0,10,2,15,3,2,0,6.29,0.0795718331294723,0.1787621745036816,5.1,39.29,41.68,39.89
2740,2023-03-23,15,3,0,3,Spring,0,23.9,58.0,6.2,0.2,Residential,831.0,23,4,6,2,4,1,8.85,0.6160980661983343,0.6491744989314803,2.8,27.86,28.84,29.07
2741,2023-03-23,16,3,0,3,Spring,0,31.1,59.3,5.3,0.0,Residential,1573.0,0,5,13,3,4,0,6.89,6.6,0.47876385635381824,5.0,62.01,59.67,57.41
2742,2023-03-23,16,3,0,3,Spring,0,27.2,35.0,10.0,2.1,Residential,1459.0,14,1,11,4,3,0,9.02,1.8,1.1319141669563744,7.9,43.91,41.36,42.67
2743,2023-03-23,16,3,0,3,Spring,0,24.9,50.8,3.4,0.0,Residential,497.0,11,3,2,5,1,0,9.28,3.3,0.0,7.2,27.4,30.24,29.37
2744,2023-03-23,16,3,0,3,Spring,0,17.6,43.7,20.4,6.6,Industrial,22113.0,3,49,148,2,4,0,6.23,0.9324798320324745,1.7,7.0,415.54,390.19,403.88
2745,2023-03-23,17,3,0,3,Spring,0,24.6,48.9,8.3,0.0,Residential,821.0,19,8,6,2,5,0,8.06,0.9,0.3297301923937268,8.2,35.84,30.87,34.02
2746,2023-03-23,19,3,0,3,Spring,0,29.2,56.9,5.7,0.0,Residential,1485.0,58,3,10,2,4,0,7.58,8.4,1.100874440866034,5.3,67.33,56.78,58.81
2747,2023-03-23,22,3,0,3,Spring,0,25.7,51.1,5.6,0.0,Commercial,9994.0,17,29,70,4,1,0,6.81,1.5,0.07184182028930997,4.8,148.87,167.79,167.21
2748,2023-03-23,23,3,0,3,Spring,0,30.5,49.8,5.1,0.0,Commercial,7470.0,40,24,49,5,1,0,9.61,5.5,0.1179475167727902,3.1,132.17,139.44,149.52
2749,2023-03-24,0,4,0,3,Spring,0,25.2,57.6,9.2,0.8,Residential,2121.0,32,2,15,1,4,1,7.4,1.6,0.12946835460946843,5.2,46.87,52.24,49.19
2750,2023-03-24,1,4,0,3,Spring,0,26.8,54.1,7.3,0.0,Residential,1756.0,28,3,11,5,1,0,9.01,2.4,0.9674013488092938,6.0,38.71,39.64,41.75
2751,2023-03-24,2,4,0,3,Spring,0,22.6,62.4,6.0,0.0,Residential,1021.0,38,4,9,1,4,1,7.56,0.7111668112568525,0.9985672281765579,2.4,34.62,36.15,33.1
2752,2023-03-24,2,4,0,3,Spring,0,21.2,55.0,14.4,0.0,Residential,1137.0,22,2,7,1,4,0,7.03,0.3592957388273249,0.8065465691203502,8.4,30.16,32.66,32.54
2753,2023-03-24,3,4,0,3,Spring,0,19.0,41.2,16.1,6.5,Residential,2162.0,44,6,13,3,2,0,9.31,0.45558072293981644,0.0,8.7,52.44,45.67,49.22
2754,2023-03-24,5,4,0,3,Spring,0,14.7,47.6,2.6,0.0,Residential,1387.0,5,2,10,3,2,0,6.13,0.3716197040498066,1.9,6.7,41.68,42.63,40.92
2755,2023-03-24,5,4,0,3,Spring,0,21.0,56.1,5.5,1.3,Residential,2945.0,40,3,21,5,1,1,9.11,0.9072486060648179,0.0,4.2,44.16,42.47,43.9
2756,2023-03-24,6,4,0,3,Spring,0,15.5,54.6,4.7,1.0,Residential,903.0,3,7,8,1,5,0,6.05,0.8217863399003251,2.7,7.5,42.08,46.14,47.75
2757,2023-03-24,7,4,0,3,Spring,0,17.8,43.0,4.2,0.0,Residential,2098.0,24,3,13,1,5,0,6.0,0.31635796657448456,0.5,6.1,39.93,43.22,45.4
2758,2023-03-24,8,4,0,3,Spring,0,14.4,68.1,4.6,0.0,Commercial,3116.0,7,31,19,3,4,1,9.24,0.0,2.2,8.4,92.16,95.67,98.07
2759,2023-03-24,8,4,0,3,Spring,0,12.8,63.7,2.8,0.0,Industrial,300.0,57,64,5,1,5,0,5.7,0.3258617531424487,4.5,6.4,184.56,190.44,192.42
2760,2023-03-24,9,4,0,3,Spring,0,17.9,52.8,11.0,0.0,Commercial,9331.0,33,30,64,1,4,0,8.06,0.5516836286388164,1.2,9.8,163.82,174.39,169.15
2761,2023-03-24,12,4,0,3,Spring,0,16.8,58.0,5.5,0.0,Residential,339.0,59,4,2,1,5,0,7.46,0.5072414594617862,0.9,8.6,40.96,36.28,36.09
2762,2023-03-24,14,4,0,3,Spring,0,20.8,47.1,6.9,0.0,Residential,2197.0,8,1,12,1,4,0,7.48,0.2409793696694199,0.4240004372507242,6.7,40.37,43.48,41.93
2763,2023-03-24,17,4,0,3,Spring,0,22.5,70.2,11.1,0.0,Commercial,11556.0,1,30,75,5,1,0,7.17,0.033416458150489825,0.5806540630209661,8.6,201.33,174.27,178.96
2764,2023-03-24,17,4,0,3,Spring,0,24.8,84.8,2.7,0.0,Residential,1116.0,6,4,10,5,1,0,5.22,1.2,0.0,5.4,30.11,30.9,33.09
2765,2023-03-24,18,4,0,3,Spring,0,27.3,52.3,7.4,0.0,Residential,1237.0,59,5,8,2,4,0,7.04,4.4,0.30686278956977453,6.2,44.27,45.33,45.06
2766,2023-03-24,18,4,0,3,Spring,0,26.3,74.7,2.1,0.7,Commercial,1799.0,19,38,10,4,2,0,9.75,7.2,0.08920215922510158,12.0,99.95,102.97,102.67
2767,2023-03-24,18,4,0,3,Spring,0,29.7,49.7,2.1,0.0,Residential,649.0,32,6,5,4,1,1,9.3,7.9,0.0068224770068423535,1.0,43.04,40.38,44.13
2768,2023-03-24,18,4,0,3,Spring,0,27.6,53.6,6.4,0.0,Residential,888.0,14,4,9,2,4,1,8.9,4.5,0.7873636489649256,4.3,45.8,42.98,43.36
2769,2023-03-24,19,4,0,3,Spring,0,37.1,77.2,6.2,0.0,Industrial,14253.0,8,63,97,3,4,0,5.72,10.3,0.7107736263667588,9.9,381.94,347.8,352.51
2770,2023-03-24,20,4,0,3,Spring,0,29.3,58.6,2.7,0.0,Residential,1595.0,19,5,12,5,1,0,6.55,1.8,0.039811639259698606,3.7,40.13,36.85,38.44
2771,2023-03-24,22,4,0,3,Spring,0,22.0,68.2,13.3,1.4,Commercial,12359.0,16,45,79,5,1,1,7.03,1.0503462958394172,0.414879804058335,7.1,173.74,173.51,177.09
2772,2023-03-24,22,4,0,3,Spring,0,26.6,56.8,0.9,0.1,Industrial,21568.0,35,54,143,1,4,1,9.79,3.2,0.474173853047012,5.8,343.56,353.13,371.55
2773,2023-03-24,22,4,0,3,Spring,0,26.8,38.4,2.6,0.0,Commercial,7857.0,25,29,54,5,2,1,6.34,2.9,0.07781509134189754,5.6,131.9,128.88,136.87
2774,2023-03-24,23,4,0,3,Spring,0,24.4,88.0,4.7,0.0,Residential,1633.0,30,4,9,4,1,1,7.21,4.9,0.0,5.2,47.92,43.01,45.71
2775,2023-03-25,0,5,1,3,Spring,0,25.2,57.4,3.8,0.0,Residential,906.0,2,5,9,3,4,1,9.02,4.7,0.0238797420162008,8.9,44.36,49.31,46.21
2776,2023-03-25,0,5,1,3,Spring,0,23.1,61.9,2.4,0.0,Industrial,26076.0,20,54,173,4,2,0,6.25,1.3678167973378461,0.03481465549534435,5.0,397.91,448.13,428.11
2777,2023-03-25,1,5,1,3,Spring,0,24.6,51.2,23.3,0.0,Residential,1150.0,29,3,7,1,4,0,8.64,5.8,0.0,6.7,47.78,49.87,49.22
2778,2023-03-25,2,5,1,3,Spring,0,16.3,69.4,11.4,0.0,Residential,2379.0,23,4,19,5,1,0,6.47,0.7624594542260106,4.0,4.9,68.47,58.52,58.54
2779,2023-03-25,2,5,1,3,Spring,0,25.4,68.5,5.4,0.0,Industrial,20941.0,32,58,138,5,1,0,8.45,0.0,0.0,4.6,384.1,351.15,377.16
2780,2023-03-25,3,5,1,3,Spring,0,15.7,41.3,14.2,0.0,Residential,1675.0,47,2,11,5,1,0,7.29,0.3551710772674931,3.5,5.6,41.48,43.86,46.32
2781,2023-03-25,4,5,1,3,Spring,0,18.2,62.1,12.9,0.0,Commercial,7450.0,41,23,46,3,4,0,7.8,0.21497037347921477,0.0,5.8,122.73,132.92,130.34
2782,2023-03-25,4,5,1,3,Spring,0,16.8,70.5,3.8,0.5,Commercial,6935.0,5,35,48,5,1,0,10.07,0.3514627825034295,1.9,1.4,136.83,131.24,135.86
2783,2023-03-25,4,5,1,3,Spring,0,19.9,74.4,5.6,0.0,Residential,1726.0,26,1,18,5,1,0,6.06,0.3788926930210375,0.4358220541830752,6.3,48.6,45.37,42.41
2784,2023-03-25,5,5,1,3,Spring,0,17.2,67.8,6.3,0.0,Residential,1268.0,37,7,5,2,5,1,5.29,0.23401604514794427,2.1,4.3,34.67,37.28,35.33
2785,2023-03-25,5,5,1,3,Spring,0,18.5,68.8,11.1,0.0,Residential,1413.0,38,1,5,2,4,1,8.67,0.15946385383171935,0.0,3.2,28.69,28.56,27.2
2786,2023-03-25,6,5,1,3,Spring,0,20.1,53.5,8.9,0.0,Industrial,22050.0,5,67,148,2,3,0,7.88,0.0,0.1628756469480502,12.2,372.55,405.25,400.95
2787,2023-03-25,6,5,1,3,Spring,0,19.1,45.3,5.7,0.0,Commercial,14028.0,45,37,92,4,1,0,9.06,1.1920929975463967,0.6123055501327666,6.8,212.91,220.64,216.8
2788,2023-03-25,7,5,1,3,Spring,0,16.3,56.3,4.0,0.3,Industrial,23769.0,1,41,158,5,1,0,7.38,1.5630116809808943,1.8,7.2,369.91,365.69,405.93
2789,2023-03-25,7,5,1,3,Spring,0,17.6,45.0,6.1,0.0,Residential,1876.0,25,4,15,1,5,0,7.32,0.3445582159786348,0.0,5.0,45.15,43.65,44.45
2790,2023-03-25,8,5,1,3,Spring,0,21.9,51.1,2.3,0.2,Commercial,6019.0,3,31,39,4,2,0,7.58,0.686340934933897,0.675631698551753,5.2,137.6,120.67,128.29
2791,2023-03-25,8,5,1,3,Spring,0,18.4,51.0,3.1,0.0,Residential,1337.0,29,5,8,4,3,1,7.3,0.9768363150643187,0.0,6.2,32.34,37.01,37.37
2792,2023-03-25,8,5,1,3,Spring,0,15.1,48.7,5.2,0.0,Residential,2061.0,44,5,10,4,3,1,7.03,0.0,4.1,8.4,46.07,44.38,45.4
2793,2023-03-25,9,5,1,3,Spring,0,20.0,66.4,5.8,0.0,Residential,1647.0,29,4,14,1,5,0,9.21,0.7607532731833437,0.01681764741363473,5.8,49.81,40.8,45.94
2794,2023-03-25,9,5,1,3,Spring,0,17.4,47.8,19.1,0.0,Residential,2476.0,55,2,16,5,1,0,8.63,0.8993006070844154,0.7,4.2,38.0,41.53,40.84
2795,2023-03-25,13,5,1,3,Spring,0,17.6,82.0,3.2,0.0,Commercial,6513.0,27,21,41,4,3,1,7.58,0.0,1.6,9.1,116.53,119.57,114.92
2796,2023-03-25,14,5,1,3,Spring,0,21.5,71.9,1.1,0.0,Residential,2503.0,46,4,16,4,1,0,8.17,0.47571574134639166,0.0,6.8,40.99,46.03,42.52
2797,2023-03-25,15,5,1,3,Spring,0,19.1,74.3,4.2,0.0,Residential,1477.0,41,7,6,1,5,0,8.77,0.34338504228551125,0.45759881734931696,6.1,37.81,37.92,40.11
2798,2023-03-25,15,5,1,3,Spring,0,16.7,51.7,3.7,1.1,Commercial,7674.0,16,26,48,2,5,1,7.03,0.6021989941823523,2.3,2.6,121.68,137.76,135.95
2799,2023-03-25,18,5,1,3,Spring,0,24.3,62.4,5.1,0.0,Residential,1730.0,5,3,11,4,3,1,7.9,0.2,0.7825860200731111,5.7,31.34,34.2,32.92
2800,2023-03-25,18,5,1,3,Spring,0,27.6,47.5,4.5,3.1,Residential,1389.0,43,1,9,1,5,0,7.35,5.2,0.8520928421120373,7.7,53.29,53.88,53.53
2801,2023-03-25,18,5,1,3,Spring,0,27.6,62.6,5.7,0.0,Residential,1968.0,17,4,15,5,1,0,7.65,4.1,0.09998038054538808,7.8,51.89,46.4,48.83
2802,2023-03-25,19,5,1,3,Spring,0,23.6,38.8,11.1,0.0,Residential,1429.0,22,7,11,2,4,0,6.25,0.7992135036225276,0.0,6.2,35.24,35.12,36.73
2803,2023-03-25,19,5,1,3,Spring,0,20.7,72.7,7.1,0.4,Residential,1188.0,39,5,8,2,5,0,8.43,0.5033930542325088,0.0,5.4,38.57,43.55,40.01
2804,2023-03-25,19,5,1,3,Spring,0,32.2,52.3,3.6,0.0,Residential,1470.0,16,5,11,1,5,0,8.14,4.5,0.30937085054330293,4.6,51.84,43.92,48.74
2805,2023-03-25,21,5,1,3,Spring,0,28.1,63.6,1.0,0.0,Residential,300.0,17,2,2,1,4,0,5.96,1.1,0.242493794827636,9.9,32.73,32.18,32.26
2806,2023-03-25,22,5,1,3,Spring,0,31.9,65.9,9.0,0.0,Commercial,6214.0,13,32,39,2,4,0,6.2,8.6,0.19775971705292622,6.6,156.45,144.24,148.97
2807,2023-03-25,22,5,1,3,Spring,0,31.7,53.4,11.4,2.8,Commercial,9355.0,45,32,64,4,3,0,5.18,9.0,0.1958537586953913,8.4,179.93,161.6,183.95
2808,2023-03-25,22,5,1,3,Spring,0,29.4,50.4,4.5,0.0,Commercial,11628.0,7,32,73,2,3,0,6.25,3.2,0.0,7.9,192.58,187.51,185.03
2809,2023-03-25,23,5,1,3,Spring,0,26.4,58.6,17.6,0.0,Industrial,32334.0,50,68,215,5,1,0,8.89,1.7,0.5198720850475788,5.6,527.35,476.36,504.23
2810,2023-03-25,23,5,1,3,Spring,0,25.0,69.6,8.7,0.0,Commercial,8525.0,52,23,55,2,4,0,7.45,1.8,0.2915428311993994,7.7,156.18,168.03,158.16
2811,2023-03-25,23,5,1,3,Spring,0,28.4,58.2,6.9,0.0,Residential,1513.0,35,7,12,4,1,0,7.45,4.9,0.20732433944812678,9.9,53.97,58.94,58.16
2812,2023-03-26,0,6,1,3,Spring,0,24.5,67.2,5.5,0.0,Residential,1347.0,18,7,9,5,1,0,7.7,2.9,0.06455962578543095,4.5,41.45,34.94,38.93
2813,2023-03-26,0,6,1,3,Spring,0,23.2,69.5,11.6,2.1,Residential,1465.0,43,7,6,4,1,0,8.16,0.038017939177984295,0.976412266433301,5.1,27.6,27.61,27.46
2814,2023-03-26,1,6,1,3,Spring,0,17.3,57.7,16.9,0.0,Residential,1819.0,57,5,13,3,3,0,8.79,0.557208298296649,3.0,8.8,47.07,43.53,46.69
2815,2023-03-26,1,6,1,3,Spring,0,23.3,58.6,16.3,0.0,Commercial,5852.0,50,33,39,2,4,0,7.08,0.7583051051663487,0.0,6.6,133.16,129.93,131.49
2816,2023-03-26,2,6,1,3,Spring,0,25.3,61.7,6.2,0.0,Commercial,7861.0,20,32,51,5,1,0,5.19,1.9,0.8408582172472703,6.9,148.72,160.09,147.01
2817,2023-03-26,3,6,1,3,Spring,0,24.2,73.7,16.2,0.0,Residential,2030.0,2,6,12,2,3,1,6.63,1.9,0.4608822851268398,5.8,42.51,46.15,42.53
2818,2023-03-26,6,6,1,3,Spring,0,17.0,55.9,3.5,0.0,Commercial,10202.0,42,24,69,5,1,0,8.08,1.5293750838134041,0.4,4.4,182.87,180.01,174.24
2819,2023-03-26,7,6,1,3,Spring,0,13.5,73.7,10.4,0.5,Industrial,28176.0,40,53,190,5,2,1,8.28,0.5367622270475239,2.4,3.2,445.69,429.64,428.41
2820,2023-03-26,8,6,1,3,Spring,0,18.7,63.1,3.2,0.0,Residential,1002.0,46,10,6,3,2,0,6.58,0.37022941350601635,0.0,3.7,25.89,29.9,30.01
2821,2023-03-26,8,6,1,3,Spring,0,16.0,51.2,9.6,0.0,Residential,2037.0,50,8,15,2,4,1,7.18,0.0,1.5,6.7,43.46,48.96,48.78
2822,2023-03-26,8,6,1,3,Spring,0,14.9,59.5,9.6,0.0,Residential,452.0,2,9,2,2,4,0,7.28,0.0,2.1,8.0,23.03,27.71,27.03
2823,2023-03-26,8,6,1,3,Spring,0,11.6,46.6,4.5,0.0,Residential,1144.0,40,2,11,4,3,1,7.58,1.221415950913502,4.5,5.6,46.12,46.7,46.6
2824,2023-03-26,10,6,1,3,Spring,0,23.1,43.8,3.6,0.0,Residential,1656.0,9,4,15,5,1,0,7.97,1.0243697819667035,0.7189793895598944,1.0,38.08,34.98,37.72
2825,2023-03-26,11,6,1,3,Spring,0,20.0,67.3,15.1,0.0,Residential,1938.0,2,2,10,1,4,0,10.11,1.1615105428858148,0.0,6.8,42.28,36.0,37.7
2826,2023-03-26,12,6,1,3,Spring,0,21.5,69.6,2.6,0.0,Industrial,20756.0,30,46,141,5,1,0,6.34,0.0,0.5773802447519766,10.5,342.38,427.75,377.25
2827,2023-03-26,13,6,1,3,Spring,0,17.9,59.6,1.9,2.7,Industrial,29095.0,30,63,197,4,3,0,6.12,0.5408392525469164,0.0,6.6,461.27,442.16,468.99
2828,2023-03-26,14,6,1,3,Spring,0,22.2,60.6,8.4,0.0,Commercial,5116.0,42,33,35,4,2,0,6.94,0.419189234422113,0.0,5.7,118.69,120.14,120.82
2829,2023-03-26,15,6,1,3,Spring,0,23.3,53.1,6.1,0.0,Commercial,9122.0,47,43,55,2,5,0,8.71,0.0,0.144537202550896,3.3,171.57,151.06,158.04
2830,2023-03-26,16,6,1,3,Spring,0,27.3,62.0,8.3,0.0,Industrial,34446.0,48,60,232,3,2,0,5.45,3.1,0.0,5.9,516.9,525.8,534.29
2831,2023-03-26,16,6,1,3,Spring,0,29.1,83.8,3.8,0.0,Industrial,24495.0,20,61,164,5,2,0,6.21,5.9,0.5900635308698555,6.3,381.43,440.36,433.56
2832,2023-03-26,16,6,1,3,Spring,0,20.7,72.1,4.1,0.0,Commercial,12190.0,4,38,82,3,3,1,9.66,0.315978358521653,0.14131041554972143,7.3,174.01,186.22,179.71
2833,2023-03-26,16,6,1,3,Spring,0,21.8,59.1,6.2,0.0,Residential,1682.0,5,4,11,4,1,0,7.52,0.3772651711775571,0.6425807191083157,1.5,28.68,31.36,32.02
2834,2023-03-26,17,6,1,3,Spring,0,28.2,58.0,6.3,0.0,Residential,1893.0,13,5,12,5,2,0,5.69,5.3,0.8118705988051644,6.5,56.36,49.0,52.68
2835,2023-03-26,19,6,1,3,Spring,0,26.3,55.5,6.0,0.0,Residential,1640.0,11,5,9,2,3,0,7.08,0.9,0.0,5.6,37.25,41.13,41.51
2836,2023-03-26,19,6,1,3,Spring,0,30.2,43.1,16.7,0.0,Commercial,2061.0,43,22,14,4,1,1,7.11,8.6,0.968926639043248,12.0,83.36,104.04,99.19
2837,2023-03-26,20,6,1,3,Spring,0,26.9,54.2,17.6,0.0,Residential,2118.0,25,4,13,4,2,0,9.31,2.9,0.5190532601790994,4.3,42.31,43.8,47.16
2838,2023-03-26,21,6,1,3,Spring,0,24.0,68.1,2.4,0.0,Residential,1816.0,35,2,15,1,5,0,7.39,0.6,0.5522954352349084,4.4,48.21,49.56,50.9
2839,2023-03-26,22,6,1,3,Spring,0,21.9,48.8,8.4,0.0,Residential,1577.0,51,5,13,4,3,0,7.73,0.7079088835237427,1.0003195635645896,5.0,41.22,38.28,38.83
2840,2023-03-27,0,0,0,3,Spring,0,26.5,56.6,2.8,0.0,Residential,883.0,5,5,5,4,2,0,7.1,3.8,0.0,7.5,37.78,38.89,37.57
2841,2023-03-27,1,0,0,3,Spring,0,25.1,46.6,19.9,0.0,Commercial,7886.0,17,27,51,1,4,0,6.52,2.9,0.0,6.3,137.87,156.7,155.24
2842,2023-03-27,2,0,0,3,Spring,0,24.9,69.4,4.1,0.4,Residential,1326.0,29,3,10,2,5,0,7.37,2.0,0.0,4.6,32.41,38.22,35.55
2843,2023-03-27,3,0,0,3,Spring,0,21.4,44.7,5.1,1.7,Commercial,2623.0,59,34,20,5,1,0,8.45,0.18493879822991816,0.36189581435609236,8.5,96.2,88.81,89.42
2844,2023-03-27,4,0,0,3,Spring,0,7.7,67.1,11.4,0.0,Residential,2611.0,48,3,14,1,5,0,7.25,0.4723979334581325,3.4,2.1,56.99,57.82,57.84
2845,2023-03-27,4,0,0,3,Spring,0,20.5,72.3,3.1,0.0,Industrial,36158.0,3,65,240,2,5,0,7.55,0.11857477550794637,0.30831038102344976,4.5,475.09,508.25,540.12
2846,2023-03-27,4,0,0,3,Spring,0,14.6,56.1,1.9,0.3,Industrial,18119.0,17,63,119,5,1,0,8.99,0.3117674295230408,0.1,5.0,341.25,360.06,349.52
2847,2023-03-27,4,0,0,3,Spring,0,13.4,51.8,3.0,0.0,Residential,1143.0,36,2,13,4,1,1,5.82,0.7930283199411845,2.9,5.0,42.12,43.31,42.35
2848,2023-03-27,7,0,0,3,Spring,0,10.2,65.7,12.8,0.0,Commercial,8644.0,42,32,59,1,5,1,7.61,0.24464497282261533,5.9,6.4,160.08,156.9,161.47
2849,2023-03-27,7,0,0,3,Spring,0,10.0,79.2,4.8,0.0,Commercial,10298.0,6,44,69,4,2,0,9.93,0.37793543079127767,4.9,4.3,192.23,186.15,182.63
2850,2023-03-27,8,0,0,3,Spring,0,16.8,76.1,12.2,2.0,Industrial,23737.0,6,67,158,3,3,0,4.95,1.1988040246609988,2.5,7.3,388.22,393.04,419.72
2851,2023-03-27,8,0,0,3,Spring,0,13.8,59.1,6.4,0.0,Residential,1690.0,14,5,10,2,3,1,4.63,0.0,3.6,9.9,43.79,44.27,46.27
2852,2023-03-27,8,0,0,3,Spring,0,11.4,49.4,1.5,1.8,Commercial,6122.0,55,32,39,3,3,0,7.59,1.5640946904276714,4.0,7.1,132.23,152.35,149.73
2853,2023-03-27,9,0,0,3,Spring,0,16.3,57.2,3.7,1.1,Residential,1086.0,3,4,8,1,5,1,8.46,0.012090408109860562,3.6,7.6,41.6,40.18,42.46
2854,2023-03-27,9,0,0,3,Spring,0,12.9,39.7,7.7,1.5,Residential,1235.0,29,6,11,2,5,0,6.89,1.9861125978416523,4.0,4.7,51.44,48.48,48.78
2855,2023-03-27,9,0,0,3,Spring,0,19.1,53.3,0.8,1.6,Commercial,6533.0,52,38,43,1,5,0,6.75,1.2800304446216073,0.10599825527556114,7.3,140.16,135.34,139.01
2856,2023-03-27,10,0,0,3,Spring,0,21.2,65.4,8.7,1.5,Industrial,12322.0,40,70,81,1,4,1,7.04,0.0,0.1702474160168885,7.9,284.49,281.41,283.52
2857,2023-03-27,10,0,0,3,Spring,0,16.2,55.6,1.9,1.6,Commercial,8195.0,14,28,49,5,2,1,9.75,0.6291257381327537,1.8,7.0,141.28,121.11,131.73
2858,2023-03-27,11,0,0,3,Spring,0,21.9,52.8,3.9,1.3,Residential,2235.0,39,6,14,3,2,0,6.18,0.4844698742121951,0.2769545218272857,6.6,56.41,48.86,49.23
2859,2023-03-27,12,0,0,3,Spring,0,23.1,59.3,16.8,0.0,Commercial,5049.0,29,35,32,2,3,0,8.31,0.2148783145854165,0.5270103034725753,6.1,120.08,119.13,116.08
2860,2023-03-27,13,0,0,3,Spring,0,20.7,56.8,17.1,0.0,Industrial,20736.0,4,58,137,2,5,0,6.85,0.2898372036781822,0.0,8.0,434.59,378.7,375.42
2861,2023-03-27,16,0,0,3,Spring,0,30.2,69.1,9.3,0.0,Commercial,6076.0,22,28,40,2,4,1,7.57,2.9,0.7620046250553736,5.4,120.27,136.63,129.59
2862,2023-03-27,16,0,0,3,Spring,0,23.1,44.1,7.1,2.9,Commercial,4921.0,25,29,32,1,5,0,9.09,1.0488228909231747,0.5709975289217223,8.1,126.9,123.16,122.03
2863,2023-03-27,17,0,0,3,Spring,0,20.4,66.3,4.1,0.0,Residential,300.0,49,3,2,4,2,0,6.37,0.7221312729055176,0.6258830791955723,7.1,23.25,23.94,25.01
2864,2023-03-27,18,0,0,3,Spring,0,22.5,59.4,1.4,0.0,Commercial,5963.0,9,30,41,3,2,0,7.43,0.8642613892095952,0.0,9.2,119.4,124.3,129.5
2865,2023-03-27,19,0,0,3,Spring,0,25.8,65.2,6.4,0.0,Commercial,6135.0,29,35,38,3,3,1,9.01,2.4,0.0,5.8,126.45,116.21,120.79
2866,2023-03-27,20,0,0,3,Spring,0,29.6,43.3,5.0,0.0,Residential,2026.0,57,5,14,2,4,1,6.04,6.1,0.5979490462746019,5.2,60.8,60.1,58.37
2867,2023-03-27,20,0,0,3,Spring,0,24.5,70.6,4.4,2.3,Residential,1497.0,43,1,8,5,2,0,6.96,0.6,0.6161638785548089,4.8,32.46,33.75,34.27
2868,2023-03-27,20,0,0,3,Spring,0,26.0,66.5,14.3,0.5,Residential,1964.0,4,3,11,4,1,0,6.87,1.6,0.0,3.8,28.02,33.88,33.9
2869,2023-03-27,21,0,0,3,Spring,0,24.0,80.1,3.0,0.0,Residential,1506.0,48,1,10,4,2,0,7.71,2.3,0.12426994541496766,6.6,44.41,42.03,40.87
